Batting Team,Bowling Team,City,Current Score,Balls Left,Wickets Left,Last 5 Overs Run Rate,Predicted Runs,flag,username,timestamp
Australia,Pakistan,Hamilton,90,60,7,45,174.73,,,2023-11-23 14:48:44.229190
